Order,Level,Award,Name,Citation,County
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Keith BARLEY ,"Founder and Head Conservator, Barley Studio.  For services to Cultural Restoration and Conservation.",North Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Hugh Barry BARR ,"Vice-President, Northern Ireland Ploughing Association.  For services to Ploughing.",Londonderry
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alan Charles BARTLETT ,Swimming Volunteer. For services to Swimming.,Warwickshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Henry Gerald Antony BATES ,"President, Dorset Wildlife Trust.  For services to Wildlife and Conservation in Dorset.",Dorset
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs (Elizabeth) June BAXTER ,"Lately Vice-President, National Trust For Scotland.  For services to Heritage and the community in Fife.",Fife
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Keith BAYLEY ,"For services to the voluntary and community sector in Hartlepool, Durham.",North Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen John BEARD ,For services to the community in Lincoln.,Lincolnshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Alderman John Robert BEGGS ,"Councillor, Larne Borough Council. For services to Local Government.",Antrim
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Patricia Ann BELL ,"Lately Regional Manager, Immigration and Enforcement, Home Office.  For services to Border Safety.",Norfolk
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sharon BELL ,"Broadwater Children’s Centre Manager, Stevenage. For services to Children and Families.",Hertfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alice Jane BENNETT ,"Principal, Madresfield Early Years Centre, Worcestershire.  For services to Early Years Education.",Worcestershire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Matthew BENNETT ,"For services to the community in Westminster, London.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Nicola Jane Charlotte BENNETT-REES ,"Clinical Nurse Specialist, Great Ormond Street Hospital for Children NHS Foundation Trust. For services to Nursing.",Hertfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Iris Elizabeth BENSON ,"Expert by Experience, Mersey Care NHS Trust.  For services to Mental Health.",Merseyside
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan BENTLEY ,"For services to charity and to the community in Runcorn, Cheshire.",Cheshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Judi BILLING ,"Councillor, North Hertfordshire District Council.  For services to Local Government.",Hertfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael David BLACK ,"Chief Financial Officer, Aepona Ltd.  For services to the Northern Ireland ICT Industry.",Antrim
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan Dorothy BLACK ,"Senior Lecturer, University of Ulster. For services to Cross-Community Relations and Education in Northern Ireland.",Londonderry
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Deborah Jane BLISS ,Hand Knitting Designer.  For services to Hand Knitting and the Craft Industry.,London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Michael BOCHMANN ,For services to Music.,Gloucestershire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Lynn Edwina BOLEYN ,"For services to the community in Wall Heath, West Midlands.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Hilary Catherine Isolda BOLITHO ,"For services to the community in Broadway, Somerset.",Somerset
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Geoffrey William BOWEN ,"For services to the Langdale Ambleside Mountain Rescue Team, Cumbria.",Cumbria
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Robert George BOYCE ,"Councillor, Maldon District Council.  For services to Local Government.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jennifer Susan BOYD ,"Headteacher, Rosewood Special Free School, Southampton.  For services to Special Education.",Hampshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Maureen Frances BOYLAN ,"University Secretary, University of London.  For services to Higher Education.",Buckinghamshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul Joseph BRADLEY ,"Business Strategist for Detained Fast Track, Asylum Casework Directorate, Home Office. For services to Equality and Diversity.",Nottinghamshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Emma Jane BRIDGE ,"Administrative Officer, Border Force. For services to Border Security.",Berkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lorraine BROCKHURST ,"Work Experience Co-ordinator, Worthing, HM Revenue and Customs. For services to Young People in the Workplace.",West Sussex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Margaret BROCKIE ,For services to the community in Bolton and to Carriage Driving through the Riding For Disabled Association in North West England.,Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Anne BROOME ,"Private Office Business Manager, Department for Transport. For services to Transport.",Berkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Colonel Jeremy John BROWN ,"Head of Operations and Security, HM Tower of London.  For services to World War One Commemorations.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Philippa Ann BROWN ,"Policy Adviser, Motor Insurance, Department for Transport. For services to Transport.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James BULLAR ,"Head of Nautical Studies, London Nautical School.  For services to Maritime Education and voluntary service to Maritime Safety.",Kent
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Eileen BURBIDGE ,"Partner, Passion Capital. For services to Business.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Edward Arthur William BURNELL ,For voluntary and charitable services.,Devon
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian Doyne Malcolm BURNS ,"Lay Observer, South East Region.  For services to People in Custody.",Kent
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Amanda Jane BUTCHER ,"Director, RAF Cosford Airshow and Trustee/Director, Association of Sail Training Organisations. For charitable services.",Wiltshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rosemary Mantia CAMPBELL-STEPHENS ,"Educator, Consultant, Equality and Diversity Leader and Leadership Trainer.  For services to Education.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia CARROLL ,"Operations Manager, Peterlee Contact Centre, HM Revenue and Customs. For services to Taxpayers and voluntary service to Education in Hartlepool, Co. Durham.",Durham
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jacqueline CARTER ,"Corporate Support Office, Department for International Development. For services to Public Adminstration.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James Anoren CHALMERS ,"President, Football Safety Officers’ Association.  For services to Safety at Sports Grounds.",Warwickshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth Ann CHAMBERS ,"Lately District Chairman, Sea Cadet Corps. For voluntary service to the Sea Cadet Corps on Teesside.",North Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Suzanne CHAMBERS ,"Partnership Headteacher Tutor, University of Cumbria, Lancashire.  For services to Education.",Lancashire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Sam Moi CHAN ,"Chair, Hua Xian Chinese Society.  For services to Community Cohesion.",Lancashire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Elizabeth Anne CHAPMAN ,"Director of Library Services, London School of Economics and Political Science.  For services to Higher Education and Libraries.",London
